id;type;release_year;runtime;imdb_score;imdb_votes;tmdb_popularity;tmdb_score;countries;production_countries.1;production_countries.2;production_countries.3;production_countries.4;production_countries.5;production_countries.6;production_countries.7
tm860261;MOVIE;2021;115;6,3;24232;44,182;7,7;US;US;;;;;;
tm1028298;MOVIE;2021;91;4,3;23474;82,882;6,8;US;US;;;;;;
tm1120509;MOVIE;2021;89;3,9;482;108,373;6,6;US;US;;;;;;
tm166973;MOVIE;2021;94;6,6;3000;22,899;7,1;US;US;;;;;;
tm1082314;MOVIE;2021;69;7,5;7532;14,189;7;US;US;;;;;;
tm888243;MOVIE;2021;101;6,5;2714;11,352;7;US;US;;;;;;
tm1087956;MOVIE;2021;109;5,7;8223;40,022;6,9;US;US;;;;;;
tm984204;MOVIE;2021;87;4,5;4248;80,344;5,5;US;US;;;;;;
tm1020073;MOVIE;2021;107;4,4;40788;109,493;5,6;US;US;;;;;;
tm983270;MOVIE;2021;116;5,4;41562;114,758;6,4;US;US;;;;;;
tm319224;MOVIE;2021;83;6,2;1893;97,251;7,7;US;US;;;;;;
tm963182;MOVIE;2021;104;6,7;4614;120,75;7,8;US;US;;;;;;
tm998858;MOVIE;2021;58;6,9;601;3,399;6,8;US;US;;;;;;
tm433048;MOVIE;2021;100;5,5;556;6,178;7,3;US;US;;;;;;
tm872108;MOVIE;2021;94;5,7;4465;29,594;7;US;US;;;;;;
tm984155;MOVIE;2021;89;4,2;4093;11,289;5,1;US;US;;;;;;
tm1041543;MOVIE;2021;73;7,8;2534;10,217;7,5;US;US;;;;;;
tm1030283;MOVIE;2021;83;5,6;4057;12,754;6,2;US;US;;;;;;
tm1104252;MOVIE;2021;31;4,3;394;75,943;5,2;US;US;;;;;;
tm1084481;MOVIE;2021;95;6,9;906;12,154;7,5;US;US;;;;;;
tm982887;MOVIE;2021;53;5,9;4027;10,169;6,5;US;US;;;;;;
tm983730;MOVIE;2021;101;7,7;307;3,404;8,3;US;US;;;;;;
tm902870;MOVIE;2021;93;7,8;258;2,839;7,3;US;US;;;;;;
tm1091155;MOVIE;2021;79;7,6;2400;6,926;8;US;US;;;;;;
tm1111595;MOVIE;2021;105;5,5;2231;20,068;6,7;US;US;;;;;;
tm1115800;MOVIE;2021;61;5,1;729;3,946;7;US;US;;;;;;
tm1130995;MOVIE;2021;68;5,1;1579;7,869;7,1;US;US;;;;;;
tm1080406;MOVIE;2021;62;5,8;258;182,312;7,1;US;US;;;;;;
tm1129394;MOVIE;2021;106;5,5;5618;53,866;6,9;US;US;;;;;;
tm1001108;MOVIE;2021;97;6,8;4934;13,293;7,1;US;US;;;;;;
tm1040733;MOVIE;2021;84;8,6;124;2,31;;US;US;;;;;;
tm1006127;MOVIE;2021;90;6,5;1079;29,882;6,9;US;US;;;;;;
tm1130275;MOVIE;2021;64;6,5;568;4,301;4,3;US;US;;;;;;
tm1120937;MOVIE;2021;96;6,7;681;2,57;6;US;US;;;;;;
tm1118822;MOVIE;2021;59;2,5;395;6,184;3,8;US;US;;;;;;
tm1082515;MOVIE;2021;69;6,4;2384;6,613;6,6;US;US;;;;;;
tm989672;MOVIE;2021;14;6,9;577;14,162;7,9;US;US;;;;;;
tm1101878;MOVIE;2021;90;5;154;9,388;5,1;US;US;;;;;;
tm1037704;MOVIE;2021;101;5,7;5586;62,295;7,3;US;US;;;;;;
tm1095880;MOVIE;2021;25;5,3;102;5,629;5,6;US;US;;;;;;
tm1044137;MOVIE;2021;15;7,2;132;10,43;6,7;US;US;;;;;;
tm1029279;MOVIE;2021;55;6,6;226;3,813;7,3;US;US;;;;;;
tm985712;MOVIE;2021;112;5,3;634;15,881;6,9;US;US;;;;;;
tm1147172;MOVIE;2021;9;6,6;56;1,563;;US;US;;;;;;
tm983466;MOVIE;2021;89;6,7;3260;15,734;6,6;US;US;;;;;;
tm1120636;MOVIE;2021;20;7;24;4,462;2,5;US;US;;;;;;
tm1033635;MOVIE;2021;96;5,8;195;15,497;7,2;US;US;;;;;;
tm1080114;MOVIE;2021;90;3,9;826;5,541;6,8;US;US;;;;;;
ts256310;SHOW;2021;24;7;4796;76,137;8,4;US;US;;;;;;
ts222333;SHOW;2021;41;9,1;175412;138,891;9,1;US;US;;;;;;
ts215951;SHOW;2021;64;7,7;102321;138,708;7,6;US;US;;;;;;
ts223537;SHOW;2021;54;8,4;74955;0,6;7,9;US;US;;;;;;
ts87242;SHOW;2021;52;7,6;77782;40,145;8,2;US;US;;;;;;
ts227473;SHOW;2021;43;7,1;14449;94,346;6,9;US;US;;;;;;
ts85985;SHOW;2021;45;6,6;35427;19,747;6,9;US;US;;;;;;
ts237713;SHOW;2021;45;7,8;49182;82,385;8;US;US;;;;;;
ts279892;SHOW;2021;54;7,4;44573;86,555;8,1;US;US;;;;;;
ts311985;SHOW;2021;28;7,6;15137;40,604;8,2;US;US;;;;;;
ts225645;SHOW;2021;30;7,2;15894;1,4;7,1;US;US;;;;;;
ts310057;SHOW;2021;39;7,5;16927;62,186;7,2;US;US;;;;;;
ts225657;SHOW;2021;47;7,5;14040;21,349;7,3;US;US;;;;;;
ts255037;SHOW;2021;27;5,8;9500;25,489;7,9;US;US;;;;;;
ts273436;SHOW;2021;53;7;6028;4,696;7,3;US;US;;;;;;
ts88578;SHOW;2021;52;7,4;20300;21,558;7,7;US;US;;;;;;
ts307649;SHOW;2021;62;8;8881;12,219;7,4;US;US;;;;;;
ts296214;SHOW;2021;27;7,4;8041;13,37;7,4;US;US;;;;;;
ts219423;SHOW;2021;26;5,2;26127;29,588;7;US;US;;;;;;
ts271413;SHOW;2021;47;7,5;23939;14,926;7,4;US;US;;;;;;
ts314135;SHOW;2021;20;6,8;1255;3,794;7,2;US;US;;;;;;
ts287559;SHOW;2021;45;6,7;37235;48,307;7,3;US;US;;;;;;
ts270405;SHOW;2021;29;8,1;7096;5,846;7,7;US;US;;;;;;
ts271595;SHOW;2021;55;5,9;16799;27,734;7,2;US;US;;;;;;
ts314594;SHOW;2021;40;7,1;2908;22,866;6,9;US;US;;;;;;
ts304053;SHOW;2021;50;7,9;1642;4,827;6,7;US;US;;;;;;
ts284702;SHOW;2021;53;6,5;4246;4,116;7;US;US;;;;;;
ts299865;SHOW;2021;43;6,8;1698;3,388;6,9;US;US;;;;;;
ts269676;SHOW;2021;21;6,4;4776;1,4;6,9;US;US;;;;;;
ts314742;SHOW;2021;26;5,8;1618;28,193;7,4;US;US;;;;;;
ts272463;SHOW;2021;32;5,4;7021;32,746;6,5;US;US;;;;;;
ts286317;SHOW;2021;60;7;8124;8,566;7,4;US;US;;;;;;
ts320426;SHOW;2021;49;6,5;3355;6,297;7;US;US;;;;;;
ts287294;SHOW;2021;23;6,9;2143;15,194;7,7;US;US;;;;;;
ts271888;SHOW;2021;50;6,8;37995;81,023;8,4;US;US;;;;;;
ts287328;SHOW;2021;29;6,2;4999;12,642;7,8;US;US;;;;;;
ts317422;SHOW;2021;23;7,6;846;5,326;5,6;US;US;;;;;;
ts291718;SHOW;2021;24;5,7;4209;5,759;7;US;US;;;;;;
ts300456;SHOW;2021;40;5,5;1170;4,329;6,5;US;US;;;;;;
ts273100;SHOW;2021;26;7,8;17429;38,415;8;US;US;;;;;;
ts305264;SHOW;2021;38;7,6;1572;3,352;6,9;US;US;;;;;;
ts287722;SHOW;2021;30;6,8;2296;1,4;8,4;US;US;;;;;;
ts192196;SHOW;2021;23;6,4;4963;20,176;7,3;US;US;;;;;;
ts216407;SHOW;2021;43;7,4;4022;36,228;7,1;US;US;;;;;;
ts271025;SHOW;2021;39;5,8;2608;6,769;9,2;US;US;;;;;;
ts29800;SHOW;2021;54;6,1;1991;0,6;6,9;US;US;;;;;;
ts305263;SHOW;2021;49;7;1004;5,68;6;US;US;;;;;;
ts220196;SHOW;2021;29;7,6;1939;9,714;7,5;US;US;;;;;;
ts319333;SHOW;2021;42;6,2;1330;4,29;6,5;US;US;;;;;;
ts271517;SHOW;2021;29;6,5;5396;11,347;7,2;US;US;;;;;;
ts271593;SHOW;2021;34;6,7;1976;8,201;7;US;US;;;;;;
ts310376;SHOW;2021;35;4,8;713;9,494;5,3;US;US;;;;;;
ts255779;SHOW;2021;23;7,2;344;1,4;8,8;US;US;;;;;;
ts283676;SHOW;2021;60;8,3;2429;6,768;7,7;US;US;;;;;;
ts272669;SHOW;2021;30;7,5;463;4,111;7;US;US;;;;;;
ts72196;SHOW;2021;30;6,7;325;2,434;6,7;US;US;;;;;;
ts269493;SHOW;2021;22;8,4;1540;5,733;7,8;US;US;;;;;;
ts310331;SHOW;2021;30;6;427;5,783;1;US;US;;;;;;
ts272366;SHOW;2021;59;7,8;1281;11,337;7,1;US;US;;;;;;
ts271726;SHOW;2021;24;7,2;179;6,394;8;US;US;;;;;;
ts317526;SHOW;2021;40;4,4;708;3,28;10;US;US;;;;;;
ts104362;SHOW;2021;23;7,9;1354;19,327;8,8;US;US;;;;;;
ts317720;SHOW;2021;36;6,7;1087;2,275;7,6;US;US;;;;;;
ts272939;SHOW;2021;43;6,6;2702;8,884;7,9;US;US;;;;;;
ts302489;SHOW;2021;23;5,3;1383;4,432;6,5;US;US;;;;;;
ts288065;SHOW;2021;37;6,2;1287;1,4;7,5;US;US;;;;;;
ts297247;SHOW;2021;23;3,4;232;2,874;9,5;US;US;;;;;;
ts282840;SHOW;2021;30;6,6;311;3,014;6,9;US;US;;;;;;
ts273245;SHOW;2021;25;4,1;1853;5,64;7,5;US;US;;;;;;
ts289364;SHOW;2021;32;6,3;266;4,257;6,3;US;US;;;;;;
ts297065;SHOW;2021;30;5,8;680;6,217;5,5;US;US;;;;;;
ts304709;SHOW;2021;38;6,9;651;5,274;8;US;US;;;;;;
ts273318;SHOW;2021;24;6,9;3301;9,488;7,8;US;US;;;;;;
ts317144;SHOW;2021;19;5,2;496;7,408;7,7;US;US;;;;;;
ts285469;SHOW;2021;19;6,8;445;1,4;8,8;US;US;;;;;;
ts316965;SHOW;2021;28;4,7;223;5,089;8;US;US;;;;;;
ts297763;SHOW;2021;44;6,8;1009;11,334;7;US;US;;;;;;
ts300274;SHOW;2021;23;5,2;1055;4,166;6,6;US;US;;;;;;
ts299321;SHOW;2021;22;7,2;560;16;7,5;US;US;;;;;;
ts288997;SHOW;2021;52;6,8;697;1,4;8,7;US;US;;;;;;
ts258321;SHOW;2021;28;6,4;131;7,998;7;US;US;;;;;;
ts309676;SHOW;2021;35;6,7;1278;5,156;7,4;US;US;;;;;;
ts257315;SHOW;2021;11;6,2;134;14,657;6,9;US;US;;;;;;
ts287741;SHOW;2021;25;6,2;603;1,4;7,7;US;US;;;;;;
ts307981;SHOW;2021;26;6,2;338;17,563;6,8;US;US;;;;;;
ts288545;SHOW;2021;5;3,4;674;2,522;8;US;US;;;;;;
ts61384;SHOW;2021;70;7,5;281;2,859;5;US;US;;;;;;
ts273275;SHOW;2021;40;5,1;433;3,157;10;US;US;;;;;;
ts285471;SHOW;2021;32;4,9;85;0,6;10;US;US;;;;;;
ts285470;SHOW;2021;27;4,9;117;1,4;8,7;US;US;;;;;;
ts229537;SHOW;2021;15;6,6;38;2,749;;US;US;;;;;;
ts288832;SHOW;2021;15;7;204;5,429;8,2;US;US;;;;;;
ts272092;SHOW;2021;35;6,5;886;1,4;7,1;US;US;;;;;;
ts305732;SHOW;2021;0;5,6;546;2,564;6,3;US;US;;;;;;
ts302056;SHOW;2021;34;5,4;318;5,064;5,6;US;US;;;;;;
ts274575;SHOW;2021;25;6,8;145;0,969;10;US;US;;;;;;
ts308053;SHOW;2021;41;6,6;205;1,81;7;US;US;;;;;;
ts270616;SHOW;2021;47;6,5;156;4,095;8,7;US;US;;;;;;
ts272422;SHOW;2021;0;7,3;339;1,4;7,6;US;US;;;;;;
ts322506;SHOW;2021;27;7,5;13;7,366;;US;US;;;;;;
ts286386;SHOW;2021;45;4,6;327;1,4;6;US;US;;;;;;
ts53864;SHOW;2017;60;8,5;278223;290,316;8,2;US;US;;;;;;
ts56683;SHOW;2017;45;7,9;117055;65,193;7,5;US;US;;;;;;
ts53023;SHOW;2017;42;6,7;139154;369,341;8,5;US;US;;;;;;
ts42405;SHOW;2017;53;8,6;261429;45,108;8;US;US;;;;;;
ts75151;SHOW;2017;65;7,6;27;32,203;7,8;US;US;;;;;;
ts57850;SHOW;2017;43;8,1;37747;12,512;7,5;US;US;;;;;;
ts75879;SHOW;2017;27;7,9;74660;68,109;7,8;US;US;;;;;;
ts57465;SHOW;2017;42;7,2;21136;62,172;8,2;US;US;;;;;;
ts54054;SHOW;2017;43;7,8;13238;19,835;7,3;US;US;;;;;;
ts58133;SHOW;2017;43;8,1;57459;39,681;7,7;US;US;;;;;;
ts53545;SHOW;2017;29;7,9;64467;26,17;7,5;US;US;;;;;;
ts53198;SHOW;2017;29;8,2;15669;27,347;8;US;US;;;;;;
ts55720;SHOW;2017;34;8;44751;18,959;7,4;US;US;;;;;;
ts56261;SHOW;2017;26;8,3;61114;97,7;8,3;US;US;;;;;;
ts74809;SHOW;2017;44;6,7;19809;30,484;7;US;US;;;;;;
ts56969;SHOW;2017;31;8,3;81643;40,8;8,3;US;US;;;;;;
ts39015;SHOW;2017;47;7,8;59239;33,836;7,3;US;US;;;;;;
ts74816;SHOW;2017;33;8,1;29972;20,845;7,6;US;US;;;;;;
ts77563;SHOW;2017;86;8,2;3605;4,991;7,9;US;US;;;;;;
ts74823;SHOW;2017;27;6,9;8502;17,018;6,6;US;US;;;;;;
ts312241;SHOW;2017;6;6,4;870;8,612;8;US;US;;;;;;
ts121489;SHOW;2017;22;5,5;1841;18,063;5,5;US;US;;;;;;
ts55645;SHOW;2017;65;8,3;4600;6,841;7,8;US;US;;;;;;
ts56648;SHOW;2017;56;7,6;14;8,375;7,6;US;US;;;;;;
ts42294;SHOW;2017;58;7,5;282373;100,866;7,8;US;US;;;;;;
ts55962;SHOW;2017;29;6,1;24863;20,722;6,4;US;US;;;;;;
ts75164;SHOW;2017;23;5,7;110;4,772;7,6;US;US;;;;;;
ts75263;SHOW;2017;43;7;4181;3,342;6,2;US;US;;;;;;
ts57303;SHOW;2017;30;6,9;20242;11,935;6,6;US;US;;;;;;
ts58025;SHOW;2017;24;6,4;642;18,893;8,1;US;US;;;;;;
ts57439;SHOW;2017;43;7,6;8111;10,571;7;US;US;;;;;;
ts75157;SHOW;2017;25;6,2;812;17,774;6,3;US;US;;;;;;
ts56038;SHOW;2017;60;8,7;2753;2,962;7,6;US;US;;;;;;
ts56481;SHOW;2017;21;7;6810;8,409;6,5;US;US;;;;;;
ts55231;SHOW;2017;45;8,4;5306;14,406;8;US;US;;;;;;
ts57964;SHOW;2017;16;5,5;694;24,098;7,4;US;US;;;;;;
ts55194;SHOW;2017;30;3,5;7233;9,87;3,6;US;US;;;;;;
ts41527;SHOW;2017;59;6,8;16133;13,117;6,3;US;US;;;;;;
ts58175;SHOW;2017;32;6,8;4624;7,916;6,5;US;US;;;;;;
ts77525;SHOW;2017;45;8;5545;8,534;7,6;US;US;;;;;;
ts58225;SHOW;2017;30;6,6;1225;5,457;5,8;US;US;;;;;;
ts56594;SHOW;2017;27;6,8;9980;11,209;5,8;US;US;;;;;;
ts57080;SHOW;2017;23;6,6;993;10,563;8,2;US;US;;;;;;
ts55491;SHOW;2017;42;6,2;5746;15,625;6,6;US;US;;;;;;
ts77600;SHOW;2017;19;7,1;616;1,662;6,6;US;US;;;;;;
ts77755;SHOW;2017;24;6,1;862;3,907;7,3;US;US;;;;;;
ts56718;SHOW;2017;44;7,8;17992;121,756;7,5;US;US;;;;;;
ts75477;SHOW;2017;43;7,5;5340;8,084;7,4;US;US;;;;;;
ts77545;SHOW;2017;48;7,3;1643;17,665;7,2;US;US;;;;;;
ts57985;SHOW;2017;28;7;2062;48,156;7,8;US;US;;;;;;
ts56670;SHOW;2017;47;6,6;2168;11,357;7,3;US;US;;;;;;
ts75286;SHOW;2017;23;6,6;5967;21;8,1;US;US;;;;;;
ts39016;SHOW;2017;27;7;17525;10,68;6,7;US;US;;;;;;
ts55348;SHOW;2017;32;7,7;895;3,441;7;US;US;;;;;;
ts54050;SHOW;2017;59;7,3;2359;3,181;6;US;US;;;;;;
ts57300;SHOW;2017;21;7;4056;17,101;6,6;US;US;;;;;;
ts53516;SHOW;2017;21;4,8;270;6,957;8,1;US;US;;;;;;
ts82424;SHOW;2017;42;6,2;322;7,62;6,5;US;US;;;;;;
ts76509;SHOW;2017;21;7,4;1883;29,563;7,3;US;US;;;;;;
ts75718;SHOW;2017;23;5,9;3359;6,887;5,4;US;US;;;;;;
ts76793;SHOW;2017;35;8;1770;2,605;7,9;US;US;;;;;;
ts55627;SHOW;2017;22;8,5;2641;3,258;7,9;US;US;;;;;;
ts82419;SHOW;2017;20;7,8;622;5,313;8;US;US;;;;;;
ts79086;SHOW;2017;46;7,6;238;1,4;8;US;US;;;;;;
ts76771;SHOW;2017;23;6,2;307;5,244;7,6;US;US;;;;;;
ts79585;SHOW;2017;23;7,5;94;9,489;9,4;US;US;;;;;;
ts75491;SHOW;2017;58;6,6;368;3,458;6,3;US;US;;;;;;
ts75357;SHOW;2017;24;6,9;163;1,4;7,7;US;US;;;;;;
ts53166;SHOW;2017;26;8,2;328;3,104;8,5;US;US;;;;;;
ts57281;SHOW;2017;23;7,5;559;6,454;8,5;US;US;;;;;;
ts87591;SHOW;2017;37;5,6;155;1,307;7;US;US;;;;;;
ts55576;SHOW;2017;22;7,8;489;3,463;8,4;US;US;;;;;;
ts119220;SHOW;2017;34;7,2;86;0,6;;US;US;;;;;;
ts97584;SHOW;2017;20;6,2;24;0,68;8;US;US;;;;;;
tm344989;MOVIE;2017;94;7,4;277165;28,718;7,3;US;US;;;;;;
tm232500;MOVIE;2017;104;7,3;149604;13,876;7,1;US;US;;;;;;
tm350;MOVIE;2017;119;5,2;30785;20,735;5,2;US;US;;;;;;
tm210043;MOVIE;2017;120;7,3;83961;29,901;6,9;US;US;;;;;;
tm226948;MOVIE;2017;132;6,2;35406;129,191;7,4;US;US;;;;;;
tm244191;MOVIE;2017;93;6,8;21;37,717;5,9;US;US;;;;;;
tm311815;MOVIE;2017;121;7,9;48672;13,434;7,7;US;US;;;;;;
tm266666;MOVIE;2017;103;6,5;104894;19,167;6,4;US;US;;;;;;
tm273294;MOVIE;2017;93;6,9;55549;8,397;6,5;US;US;;;;;;
tm244192;MOVIE;2017;110;6,5;129883;53,874;6,6;US;US;;;;;;
tm346943;MOVIE;2017;105;6,8;16482;7,996;6,8;US;US;;;;;;
tm244206;MOVIE;2017;112;6,9;47971;8,222;6,5;US;US;;;;;;
tm280828;MOVIE;2017;85;6,4;86953;33,349;6,1;US;US;;;;;;
tm317542;MOVIE;2017;102;6,2;60982;17,567;5,9;US;US;;;;;;
tm321703;MOVIE;2017;97;5,8;31620;16,72;6,1;US;US;;;;;;
tm300615;MOVIE;2017;120;7,4;47676;12,964;7,4;US;US;;;;;;
tm244233;MOVIE;2017;105;6,5;27052;18,411;7,5;US;US;;;;;;
tm233362;MOVIE;2017;102;6,2;33579;15,446;6,3;US;US;;;;;;
tm346467;MOVIE;2017;82;6,4;19951;12,176;6,1;US;US;;;;;;
tm317566;MOVIE;2017;80;6,4;24468;13,772;6,3;US;US;;;;;;
tm281935;MOVIE;2017;104;5,6;49478;17,717;6,3;US;US;;;;;;
tm240076;MOVIE;2017;96;6,2;10490;10,799;6,2;US;US;;;;;;
tm217228;MOVIE;2017;101;4,5;83519;43,924;4,2;US;US;;;;;;
tm244307;MOVIE;2017;117;6,3;183841;25,593;6,2;US;US;;;;;;
tm298846;MOVIE;2017;83;6,5;7496;8,304;6,2;US;US;;;;;;
tm244317;MOVIE;2017;107;6,8;47025;29,932;7,2;US;US;;;;;;
tm321295;MOVIE;2017;100;4,2;1933;7,203;4,6;US;US;;;;;;
tm233294;MOVIE;2017;122;6;45972;14,317;5,5;US;US;;;;;;
tm324155;MOVIE;2017;87;5,7;18618;26,587;6,1;US;US;;;;;;
tm289181;MOVIE;2017;112;6,3;16459;32,566;6,1;US;US;;;;;;
tm351216;MOVIE;2017;92;7,4;2596;8,004;7;US;US;;;;;;
tm318200;MOVIE;2017;123;7,5;950;7,169;6,3;US;US;;;;;;
tm349800;MOVIE;2017;92;5,5;19140;12,426;6;US;US;;;;;;
tm307910;MOVIE;2017;97;7,4;28911;11,913;7;US;US;;;;;;
tm308090;MOVIE;2017;95;6,5;1208;5,059;6,2;US;US;;;;;;
tm271959;MOVIE;2017;90;6,2;3320;5,449;6,1;US;US;;;;;;
tm245937;MOVIE;2017;88;6,2;9108;8,219;5,7;US;US;;;;;;
tm232965;MOVIE;2017;85;6,3;4908;8,31;5,7;US;US;;;;;;
tm285340;MOVIE;2017;70;5,2;4197;8,334;4,9;US;US;;;;;;
tm270999;MOVIE;2017;91;6,2;2233;6,538;6,5;US;US;;;;;;
tm307612;MOVIE;2017;107;6,4;3849;5,146;6,3;US;US;;;;;;
tm311789;MOVIE;2017;91;6,1;6540;9,912;6,1;US;US;;;;;;
tm285295;MOVIE;2017;101;6,9;13360;10,017;6,6;US;US;;;;;;
tm324124;MOVIE;2017;102;7,7;3106;5,419;6,9;US;US;;;;;;
tm260272;MOVIE;2017;94;5,7;21009;11,404;5,6;US;US;;;;;;
tm347530;MOVIE;2017;100;7;12825;11,642;7,5;US;US;;;;;;
tm285171;MOVIE;2017;104;5,1;7904;14,594;5,3;US;US;;;;;;
tm244521;MOVIE;2017;96;5,9;6251;8,919;5,5;US;US;;;;;;
tm315850;MOVIE;2017;83;6,1;5566;8,559;5,7;US;US;;;;;;
tm351214;MOVIE;2017;40;7,4;7734;8,496;7,2;US;US;;;;;;
tm327199;MOVIE;2017;92;4,9;6555;20,193;5,3;US;US;;;;;;
tm352774;MOVIE;2017;95;6,2;5922;8,997;6;US;US;;;;;;
tm313974;MOVIE;2017;100;7,4;7333;7,365;7;US;US;;;;;;
tm305437;MOVIE;2017;81;7,5;3139;20,281;7,7;US;US;;;;;;
tm219252;MOVIE;2017;98;6,7;11311;12,509;7;US;US;;;;;;
tm290831;MOVIE;2017;81;5,3;5509;14,054;5,7;US;US;;;;;;
tm245383;MOVIE;2017;105;7,4;736;6,381;7,2;US;US;;;;;;
tm244368;MOVIE;2017;89;4,7;12740;24,968;5,6;US;US;;;;;;
tm323195;MOVIE;2017;71;6,9;3711;4,857;6,9;US;US;;;;;;
tm322569;MOVIE;2017;72;8,2;7120;5,727;7,8;US;US;;;;;;
tm139564;MOVIE;2017;95;5,4;4426;12,942;6,2;US;US;;;;;;
tm313487;MOVIE;2017;102;8;314;4,813;8;US;US;;;;;;
tm336712;MOVIE;2017;71;3,1;1594;7,251;4,4;US;US;;;;;;
tm307950;MOVIE;2017;71;7,4;2465;4,404;7,4;US;US;;;;;;
tm236659;MOVIE;2017;80;7,3;1436;5,166;7;US;US;;;;;;
tm293867;MOVIE;2017;65;7,8;3228;3,807;7,3;US;US;;;;;;
tm266685;MOVIE;2017;130;5,2;16603;14,548;5,5;US;US;;;;;;
tm285298;MOVIE;2017;96;5,4;19366;24,805;5,7;US;US;;;;;;
tm326723;MOVIE;2017;95;5,9;10428;11,394;5,5;US;US;;;;;;
tm313988;MOVIE;2017;105;7,2;2881;7,371;7,3;US;US;;;;;;
tm312767;MOVIE;2017;72;5,5;300;18,103;7,2;US;US;;;;;;
tm327622;MOVIE;2017;89;4,5;3524;36,599;5,8;US;US;;;;;;
tm313293;MOVIE;2017;90;5,5;1337;3,573;5,8;US;US;;;;;;
tm349138;MOVIE;2017;95;7;6482;9,06;7;US;US;;;;;;
tm358242;MOVIE;2017;61;6,3;679;4,316;6;US;US;;;;;;
tm244274;MOVIE;2017;99;5,6;2519;11,461;6,7;US;US;;;;;;
tm318641;MOVIE;2017;92;4;1208;5,465;5,8;US;US;;;;;;
tm314829;MOVIE;2017;84;5,6;322;3,785;5,8;US;US;;;;;;
tm359714;MOVIE;2017;105;5,7;11693;18,065;6,4;US;US;;;;;;
tm314705;MOVIE;2017;63;7,1;1322;3,559;7;US;US;;;;;;
